team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over
Mumbai Indians,Chennai Super Kings,2020-09-19,Chennai Super Kings,field,Chennai Super Kings,AT Rayudu,Sheikh Zayed Stadium,Abu Dhabi,"RG Sharma, Q de Kock, SA Yadav, SS Tiwary, HH Pandya, KA Pollard, KH Pandya, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah","M Vijay, SR Watson, F du Plessis, AT Rayudu, RA Jadeja, SM Curran, MS Dhoni, KM Jadhav, PP Chawla, DL Chahar, L Ngidi",13,1,League,wickets,5.0,163.0,20.0,N
Delhi Capitals,Kings XI Punjab,2020-09-20,Kings XI Punjab,field,,MP Stoinis,Dubai International Cricket Stadium,,"PP Shaw, S Dhawan, SO Hetmyer, SS Iyer, RR Pant, MP Stoinis, AR Patel, R Ashwin, K Rabada, A Nortje, MM Sharma","KL Rahul, MA Agarwal, KK Nair, N Pooran, GJ Maxwell, SN Khan, K Gowtham, CJ Jordan, Mohammed Shami, SS Cottrell, Ravi Bishnoi",13,2,League,tie,,158.0,20.0,Y
Royal Challengers Bangalore,Sunrisers Hyderabad,2020-09-21,Sunrisers Hyderabad,field,Royal Challengers Bangalore,YS Chahal,Dubai International Cricket Stadium,,"D Padikkal, AJ Finch, V Kohli, AB de Villiers, S Dube, JR Philippe, Washington Sundar, UT Yadav, Navdeep Saini, DW Steyn, YS Chahal","DA Warner, JM Bairstow, MK Pandey, PK Garg, V Shankar, Abhishek Sharma, Rashid Khan, B Kumar, Sandeep Sharma, MR Marsh, T Natarajan",13,3,League,runs,10.0,164.0,20.0,N
Rajasthan Royals,Chennai Super Kings,2020-09-22,Chennai Super Kings,field,Rajasthan Royals,SV Samson,Sharjah Cricket Stadium,,"YBK Jaiswal, SPD Smith, SV Samson, DA Miller, RV Uthappa, R Tewatia, R Parag, TK Curran, JC Archer, S Gopal, JD Unadkat","M Vijay, SR Watson, F du Plessis, SM Curran, RD Gaikwad, KM Jadhav, MS Dhoni, RA Jadeja, PP Chawla, DL Chahar, L Ngidi",13,4,League,runs,16.0,217.0,20.0,N
Mumbai Indians,Kolkata Knight Riders,2020-09-23,Kolkata Knight Riders,field,Mumbai Indians,RG Sharma,Sheikh Zayed Stadium,Abu Dhabi,"Q de Kock, RG Sharma, SA Yadav, SS Tiwary, HH Pandya, KA Pollard, KH Pandya, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah","Shubman Gill, SP Narine, KD Karthik, N Rana, EJG Morgan, AD Russell, NS Naik, PJ Cummins, Shivam Mavi, Kuldeep Yadav, S Sandeep Warrier",13,5,League,runs,49.0,196.0,20.0,N
Kings XI Punjab,Royal Challengers Bangalore,2020-09-24,Royal Challengers Bangalore,field,Kings XI Punjab,KL Rahul,Dubai International Cricket Stadium,,"KL Rahul, MA Agarwal, N Pooran, GJ Maxwell, KK Nair, JDS Neesham, SN Khan, Mohammed Shami, SS Cottrell, Ravi Bishnoi, M Ashwin","D Padikkal, AJ Finch, JR Philippe, V Kohli, AB de Villiers, Washington Sundar, S Dube, UT Yadav, Navdeep Saini, DW Steyn, YS Chahal",13,6,League,runs,97.0,207.0,20.0,N
Delhi Capitals,Chennai Super Kings,2020-09-25,Chennai Super Kings,field,Delhi Capitals,PP Shaw,Dubai International Cricket Stadium,,"PP Shaw, S Dhawan, RR Pant, SS Iyer, MP Stoinis, SO Hetmyer, AR Patel, A Mishra, K Rabada, A Nortje, Avesh Khan","M Vijay, SR Watson, F du Plessis, RD Gaikwad, KM Jadhav, MS Dhoni, RA Jadeja, SM Curran, PP Chawla, DL Chahar, JR Hazlewood",13,7,League,runs,44.0,176.0,20.0,N
Sunrisers Hyderabad,Kolkata Knight Riders,2020-09-26,Sunrisers Hyderabad,bat,Kolkata Knight Riders,Shubman Gill,Sheikh Zayed Stadium,Abu Dhabi,"DA Warner, JM Bairstow, MK Pandey, WP Saha, Mohammad Nabi, Abhishek Sharma, PK Garg, Rashid Khan, B Kumar, T Natarajan, KK Ahmed","Shubman Gill, SP Narine, N Rana, KD Karthik, EJG Morgan, AD Russell, PJ Cummins, Shivam Mavi, Kuldeep Yadav, KL Nagarkoti, CV Varun",13,8,League,wickets,7.0,143.0,20.0,N
Kings XI Punjab,Rajasthan Royals,2020-09-27,Rajasthan Royals,field,Rajasthan Royals,SV Samson,Sharjah Cricket Stadium,,"KL Rahul, MA Agarwal, GJ Maxwell, N Pooran, KK Nair, JDS Neesham, SN Khan, Mohammed Shami, SS Cottrell, Ravi Bishnoi, M Ashwin","JC Buttler, SPD Smith, SV Samson, R Tewatia, RV Uthappa, JC Archer, R Parag, TK Curran, S Gopal, AS Rajpoot, JD Unadkat",13,9,League,wickets,4.0,224.0,20.0,N
Royal Challengers Bangalore,Mumbai Indians,2020-09-28,Mumbai Indians,field,,AB de Villiers,Dubai International Cricket Stadium,,"D Padikkal, AJ Finch, V Kohli, AB de Villiers, S Dube, Gurkeerat Singh, Washington Sundar, I Udana, Navdeep Saini, YS Chahal, A Zampa","RG Sharma, Q de Kock, SA Yadav, Ishan Kishan, HH Pandya, KA Pollard, KH Pandya, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah",13,10,League,tie,,202.0,20.0,Y
Sunrisers Hyderabad,Delhi Capitals,2020-09-29,Delhi Capitals,field,Sunrisers Hyderabad,Rashid Khan,Sheikh Zayed Stadium,Abu Dhabi,"DA Warner, JM Bairstow, MK Pandey, KS Williamson, Abdul Samad, Abhishek Sharma, PK Garg, Rashid Khan, B Kumar, T Natarajan, KK Ahmed","PP Shaw, S Dhawan, SS Iyer, RR Pant, SO Hetmyer, MP Stoinis, AR Patel, K Rabada, A Nortje, A Mishra, I Sharma",13,11,League,runs,15.0,163.0,20.0,N
Kolkata Knight Riders,Rajasthan Royals,2020-09-30,Rajasthan Royals,field,Kolkata Knight Riders,Shivam Mavi,Dubai International Cricket Stadium,,"Shubman Gill, SP Narine, N Rana, AD Russell, KD Karthik, EJG Morgan, PJ Cummins, KL Nagarkoti, Shivam Mavi, Kuldeep Yadav, CV Varun","JC Buttler, SPD Smith, SV Samson, RV Uthappa, R Parag, R Tewatia, TK Curran, S Gopal, JC Archer, JD Unadkat, AS Rajpoot",13,12,League,runs,37.0,175.0,20.0,N
Mumbai Indians,Kings XI Punjab,2020-10-01,Kings XI Punjab,field,Mumbai Indians,KA Pollard,Sheikh Zayed Stadium,Abu Dhabi,"Q de Kock, RG Sharma, SA Yadav, Ishan Kishan, KA Pollard, HH Pandya, KH Pandya, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah","KL Rahul, MA Agarwal, KK Nair, N Pooran, GJ Maxwell, JDS Neesham, SN Khan, K Gowtham, Ravi Bishnoi, Mohammed Shami, SS Cottrell",13,13,League,runs,48.0,192.0,20.0,N
Sunrisers Hyderabad,Chennai Super Kings,2020-10-02,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,PK Garg,Dubai International Cricket Stadium,,"DA Warner, JM Bairstow, MK Pandey, KS Williamson, PK Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, B Kumar, T Natarajan, KK Ahmed","F du Plessis, SR Watson, AT Rayudu, KM Jadhav, MS Dhoni, RA Jadeja, SM Curran, DJ Bravo, SN Thakur, PP Chawla, DL Chahar",13,14,League,runs,7.0,165.0,20.0,N
Rajasthan Royals,Royal Challengers Bangalore,2020-10-03,Rajasthan Royals,bat,Royal Challengers Bangalore,YS Chahal,Sheikh Zayed Stadium,Abu Dhabi,"JC Buttler, SPD Smith, SV Samson, RV Uthappa, MK Lomror, R Parag, R Tewatia, JC Archer, TK Curran, S Gopal, JD Unadkat","D Padikkal, AJ Finch, V Kohli, AB de Villiers, S Dube, Gurkeerat Singh, Washington Sundar, I Udana, Navdeep Saini, YS Chahal, A Zampa",13,15,League,wickets,8.0,155.0,20.0,N
Delhi Capitals,Kolkata Knight Riders,2020-10-03,Kolkata Knight Riders,field,Delhi Capitals,SS Iyer,Sharjah Cricket Stadium,,"PP Shaw, S Dhawan, SS Iyer, RR Pant, MP Stoinis, SO Hetmyer, R Ashwin, K Rabada, A Nortje, A Mishra, HV Patel","Shubman Gill, SP Narine, N Rana, AD Russell, KD Karthik, EJG Morgan, PJ Cummins, RA Tripathi, KL Nagarkoti, Shivam Mavi, CV Varun",13,16,League,runs,18.0,229.0,20.0,N
Mumbai Indians,Sunrisers Hyderabad,2020-10-04,Mumbai Indians,bat,Mumbai Indians,TA Boult,Sharjah Cricket Stadium,,"RG Sharma, Q de Kock, SA Yadav, Ishan Kishan, HH Pandya, KA Pollard, KH Pandya, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah","DA Warner, JM Bairstow, MK Pandey, KS Williamson, PK Garg, Abhishek Sharma, Abdul Samad, Rashid Khan, Sandeep Sharma, S Kaul, T Natarajan",13,17,League,wickets,10.0,179.0,20.0,N
Kings XI Punjab,Chennai Super Kings,2020-10-04,Kings XI Punjab,bat,Chennai Super Kings,SR Watson,Dubai International Cricket Stadium,,"KL Rahul, MA Agarwal, Mandeep Singh, N Pooran, GJ Maxwell, SN Khan, CJ Jordan, Harpreet Brar, Ravi Bishnoi, Mohammed Shami, SS Cottrell","SR Watson, F du Plessis, AT Rayudu, KM Jadhav, MS Dhoni, RA Jadeja, SM Curran, DJ Bravo, PP Chawla, SN Thakur, DL Chahar",13,18,League,runs,34.0,209.0,20.0,N
Delhi Capitals,Royal Challengers Bangalore,2020-10-05,Royal Challengers Bangalore,field,Delhi Capitals,AR Patel,Dubai International Cricket Stadium,,"PP Shaw, S Dhawan, SS Iyer, RR Pant, MP Stoinis, SO Hetmyer, AR Patel, R Ashwin, K Rabada, A Nortje, HV Patel","D Padikkal, AJ Finch, V Kohli, AB de Villiers, MM Ali, Washington Sundar, S Dube, I Udana, Navdeep Saini, Mohammed Siraj, YS Chahal",13,19,League,runs,59.0,197.0,20.0,N
Mumbai Indians,Rajasthan Royals,2020-10-06,Mumbai Indians,bat,Mumbai Indians,SA Yadav,Sheikh Zayed Stadium,Abu Dhabi,"Q de Kock, RG Sharma, SA Yadav, Ishan Kishan, KH Pandya, HH Pandya, KA Pollard, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah","YBK Jaiswal, JC Buttler, SPD Smith, SV Samson, MK Lomror, TK Curran, R Tewatia, JC Archer, S Gopal, AS Rajpoot, Kartik Tyagi",13,20,League,runs,57.0,194.0,20.0,N
Kolkata Knight Riders,Chennai Super Kings,2020-10-07,Kolkata Knight Riders,bat,Kolkata Knight Riders,RA Tripathi,Sheikh Zayed Stadium,Abu Dhabi,"RA Tripathi, Shubman Gill, N Rana, SP Narine, EJG Morgan, AD Russell, KD Karthik, PJ Cummins, KL Nagarkoti, Shivam Mavi, CV Varun","SR Watson, F du Plessis, AT Rayudu, MS Dhoni, SM Curran, KM Jadhav, RA Jadeja, DJ Bravo, SN Thakur, DL Chahar, KV Sharma",13,21,League,runs,10.0,168.0,20.0,N
Sunrisers Hyderabad,Kings XI Punjab,2020-10-08,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,JM Bairstow,Dubai International Cricket Stadium,,"DA Warner, JM Bairstow, Abdul Samad, MK Pandey, KS Williamson, PK Garg, Abhishek Sharma, Rashid Khan, Sandeep Sharma, KK Ahmed, T Natarajan","KL Rahul, MA Agarwal, P Simran Singh, N Pooran, GJ Maxwell, Mandeep Singh, Mujeeb Ur Rahman, Ravi Bishnoi, Mohammed Shami, SS Cottrell, Arshdeep Singh",13,22,League,runs,69.0,202.0,20.0,N
Delhi Capitals,Rajasthan Royals,2020-10-09,Rajasthan Royals,field,Delhi Capitals,R Ashwin,Sharjah Cricket Stadium,,"PP Shaw, S Dhawan, SS Iyer, RR Pant, MP Stoinis, SO Hetmyer, HV Patel, AR Patel, K Rabada, R Ashwin, A Nortje","YBK Jaiswal, JC Buttler, SPD Smith, SV Samson, MK Lomror, R Tewatia, AJ Tye, JC Archer, S Gopal, Kartik Tyagi, VR Aaron",13,23,League,runs,46.0,185.0,20.0,N
Kolkata Knight Riders,Kings XI Punjab,2020-10-10,Kolkata Knight Riders,bat,Kolkata Knight Riders,KD Karthik,Sheikh Zayed Stadium,Abu Dhabi,"RA Tripathi, Shubman Gill, N Rana, EJG Morgan, KD Karthik, AD Russell, PJ Cummins, SP Narine, KL Nagarkoti, M Prasidh Krishna, CV Varun","KL Rahul, MA Agarwal, N Pooran, P Simran Singh, GJ Maxwell, Mandeep Singh, CJ Jordan, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh, Mujeeb Ur Rahman",13,24,League,runs,2.0,165.0,20.0,N
Royal Challengers Bangalore,Chennai Super Kings,2020-10-10,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,V Kohli,Dubai International Cricket Stadium,,"D Padikkal, AJ Finch, V Kohli, AB de Villiers, Washington Sundar, S Dube, Gurkeerat Singh, CH Morris, I Udana, Navdeep Saini, YS Chahal","SR Watson, F du Plessis, AT Rayudu, N Jagadeesan, MS Dhoni, SM Curran, RA Jadeja, DJ Bravo, DL Chahar, SN Thakur, KV Sharma",13,25,League,runs,37.0,170.0,20.0,N
Sunrisers Hyderabad,Rajasthan Royals,2020-10-11,Sunrisers Hyderabad,bat,Rajasthan Royals,R Tewatia,Dubai International Cricket Stadium,,"DA Warner, JM Bairstow, MK Pandey, KS Williamson, PK Garg, V Shankar, Abhishek Sharma, Rashid Khan, Sandeep Sharma, KK Ahmed, T Natarajan","BA Stokes, JC Buttler, SPD Smith, SV Samson, RV Uthappa, R Parag, R Tewatia, JC Archer, S Gopal, JD Unadkat, Kartik Tyagi",13,26,League,wickets,5.0,159.0,20.0,N
Delhi Capitals,Mumbai Indians,2020-10-11,Delhi Capitals,bat,Mumbai Indians,Q de Kock,Sheikh Zayed Stadium,Abu Dhabi,"PP Shaw, S Dhawan, AM Rahane, SS Iyer, MP Stoinis, AT Carey, AR Patel, R Ashwin, HV Patel, K Rabada, A Nortje","RG Sharma, Q de Kock, SA Yadav, Ishan Kishan, HH Pandya, KA Pollard, KH Pandya, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah",13,27,League,wickets,5.0,163.0,20.0,N
Royal Challengers Bangalore,Kolkata Knight Riders,2020-10-12,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,AB de Villiers,Sharjah Cricket Stadium,,"AJ Finch, D Padikkal, V Kohli, AB de Villiers, CH Morris, Washington Sundar, S Dube, I Udana, Navdeep Saini, YS Chahal, Mohammed Siraj","T Banton, Shubman Gill, N Rana, EJG Morgan, KD Karthik, AD Russell, RA Tripathi, PJ Cummins, KL Nagarkoti, CV Varun, M Prasidh Krishna",13,28,League,runs,82.0,195.0,20.0,N
Chennai Super Kings,Sunrisers Hyderabad,2020-10-13,Chennai Super Kings,bat,Chennai Super Kings,RA Jadeja,Dubai International Cricket Stadium,,"SM Curran, F du Plessis, SR Watson, AT Rayudu, MS Dhoni, RA Jadeja, DJ Bravo, DL Chahar, PP Chawla, SN Thakur, KV Sharma","DA Warner, JM Bairstow, MK Pandey, KS Williamson, PK Garg, V Shankar, Rashid Khan, S Nadeem, Sandeep Sharma, T Natarajan, KK Ahmed",13,29,League,runs,20.0,168.0,20.0,N
Delhi Capitals,Rajasthan Royals,2020-10-14,Delhi Capitals,bat,Delhi Capitals,A Nortje,Dubai International Cricket Stadium,,"PP Shaw, S Dhawan, AM Rahane, SS Iyer, MP Stoinis, AT Carey, AR Patel, R Ashwin, TU Deshpande, K Rabada, A Nortje","BA Stokes, JC Buttler, SPD Smith, SV Samson, RV Uthappa, R Parag, R Tewatia, JC Archer, S Gopal, JD Unadkat, Kartik Tyagi",13,30,League,runs,13.0,162.0,20.0,N
Royal Challengers Bangalore,Kings XI Punjab,2020-10-15,Royal Challengers Bangalore,bat,Kings XI Punjab,KL Rahul,Sharjah Cricket Stadium,,"AJ Finch, D Padikkal, V Kohli, Washington Sundar, S Dube, AB de Villiers, CH Morris, I Udana, Navdeep Saini, YS Chahal, Mohammed Siraj","KL Rahul, MA Agarwal, CH Gayle, N Pooran, GJ Maxwell, DJ Hooda, CJ Jordan, M Ashwin, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh",13,31,League,wickets,8.0,172.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,2020-10-16,Kolkata Knight Riders,bat,Mumbai Indians,Q de Kock,Sheikh Zayed Stadium,Abu Dhabi,"RA Tripathi, Shubman Gill, N Rana, KD Karthik, EJG Morgan, AD Russell, PJ Cummins, CJ Green, M Prasidh Krishna, Shivam Mavi, CV Varun","RG Sharma, Q de Kock, SA Yadav, HH Pandya, Ishan Kishan, KA Pollard, KH Pandya, RD Chahar, TA Boult, JJ Bumrah, NM Coulter-Nile",13,32,League,wickets,8.0,149.0,20.0,N
Chennai Super Kings,Delhi Capitals,2020-10-17,Chennai Super Kings,bat,Delhi Capitals,S Dhawan,Sharjah Cricket Stadium,,"SM Curran, F du Plessis, SR Watson, AT Rayudu, MS Dhoni, RA Jadeja, KM Jadhav, DJ Bravo, DL Chahar, SN Thakur, KV Sharma","PP Shaw, S Dhawan, AM Rahane, SS Iyer, MP Stoinis, AT Carey, AR Patel, R Ashwin, TU Deshpande, K Rabada, A Nortje",13,33,League,wickets,5.0,180.0,20.0,N
Rajasthan Royals,Royal Challengers Bangalore,2020-10-17,Rajasthan Royals,bat,Royal Challengers Bangalore,AB de Villiers,Dubai International Cricket Stadium,,"RV Uthappa, BA Stokes, SV Samson, SPD Smith, JC Buttler, R Tewatia, JC Archer, R Parag, S Gopal, JD Unadkat, Kartik Tyagi","D Padikkal, AJ Finch, V Kohli, AB de Villiers, Gurkeerat Singh, CH Morris, Washington Sundar, Shahbaz Ahmed, I Udana, Navdeep Saini, YS Chahal",13,34,League,wickets,7.0,178.0,20.0,N
Kolkata Knight Riders,Sunrisers Hyderabad,2020-10-18,Sunrisers Hyderabad,field,,LH Ferguson,Sheikh Zayed Stadium,Abu Dhabi,"Shubman Gill, RA Tripathi, N Rana, AD Russell, EJG Morgan, KD Karthik, PJ Cummins, LH Ferguson, Kuldeep Yadav, Shivam Mavi, CV Varun","JM Bairstow, KS Williamson, PK Garg, DA Warner, MK Pandey, V Shankar, Abdul Samad, Rashid Khan, Sandeep Sharma, Basil Thampi, T Natarajan",13,35,League,tie,,164.0,20.0,Y
Mumbai Indians,Kings XI Punjab,2020-10-18,Mumbai Indians,bat,,KL Rahul,Dubai International Cricket Stadium,,"RG Sharma, Q de Kock, SA Yadav, Ishan Kishan, KH Pandya, HH Pandya, KA Pollard, NM Coulter-Nile, RD Chahar, TA Boult, JJ Bumrah","KL Rahul, MA Agarwal, CH Gayle, N Pooran, GJ Maxwell, DJ Hooda, CJ Jordan, M Ashwin, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh",13,36,League,tie,,177.0,20.0,Y
Chennai Super Kings,Rajasthan Royals,2020-10-19,Chennai Super Kings,bat,Rajasthan Royals,JC Buttler,Sheikh Zayed Stadium,Abu Dhabi,"SM Curran, F du Plessis, SR Watson, AT Rayudu, MS Dhoni, RA Jadeja, KM Jadhav, PP Chawla, DL Chahar, SN Thakur, JR Hazlewood","BA Stokes, RV Uthappa, SV Samson, SPD Smith, JC Buttler, R Tewatia, R Parag, JC Archer, S Gopal, AS Rajpoot, Kartik Tyagi",13,37,League,wickets,7.0,126.0,20.0,N
Delhi Capitals,Kings XI Punjab,2020-10-20,Delhi Capitals,bat,Kings XI Punjab,S Dhawan,Dubai International Cricket Stadium,,"PP Shaw, S Dhawan, SS Iyer, RR Pant, MP Stoinis, SO Hetmyer, AR Patel, R Ashwin, K Rabada, DR Sams, TU Deshpande","KL Rahul, MA Agarwal, CH Gayle, N Pooran, GJ Maxwell, DJ Hooda, JDS Neesham, M Ashwin, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh",13,38,League,wickets,5.0,165.0,20.0,N
Kolkata Knight Riders,Royal Challengers Bangalore,2020-10-21,Kolkata Knight Riders,bat,Royal Challengers Bangalore,Mohammed Siraj,Sheikh Zayed Stadium,Abu Dhabi,"Shubman Gill, RA Tripathi, N Rana, T Banton, KD Karthik, EJG Morgan, PJ Cummins, Kuldeep Yadav, LH Ferguson, M Prasidh Krishna, CV Varun","D Padikkal, AJ Finch, Gurkeerat Singh, V Kohli, AB de Villiers, CH Morris, Washington Sundar, I Udana, Navdeep Saini, YS Chahal, Mohammed Siraj",13,39,League,wickets,8.0,85.0,20.0,N
Rajasthan Royals,Sunrisers Hyderabad,2020-10-22,Sunrisers Hyderabad,field,Sunrisers Hyderabad,MK Pandey,Dubai International Cricket Stadium,,"RV Uthappa, BA Stokes, SV Samson, JC Buttler, SPD Smith, R Parag, R Tewatia, JC Archer, S Gopal, AS Rajpoot, Kartik Tyagi","DA Warner, JM Bairstow, MK Pandey, V Shankar, PK Garg, Abdul Samad, JO Holder, Rashid Khan, Sandeep Sharma, T Natarajan, S Nadeem",13,40,League,wickets,8.0,155.0,20.0,N
Chennai Super Kings,Mumbai Indians,2020-10-23,Mumbai Indians,field,Mumbai Indians,TA Boult,Sharjah Cricket Stadium,,"RD Gaikwad, F du Plessis, AT Rayudu, N Jagadeesan, MS Dhoni, RA Jadeja, SM Curran, DL Chahar, SN Thakur, Imran Tahir, JR Hazlewood","Q de Kock, Ishan Kishan, SA Yadav, SS Tiwary, KH Pandya, HH Pandya, KA Pollard, NM Coulter-Nile, RD Chahar, TA Boult, JJ Bumrah",13,41,League,wickets,10.0,115.0,20.0,N
Kolkata Knight Riders,Delhi Capitals,2020-10-24,Delhi Capitals,field,Kolkata Knight Riders,CV Varun,Sheikh Zayed Stadium,Abu Dhabi,"Shubman Gill, N Rana, RA Tripathi, KD Karthik, SP Narine, EJG Morgan, PJ Cummins, LH Ferguson, KL Nagarkoti, M Prasidh Krishna, CV Varun","AM Rahane, S Dhawan, SS Iyer, RR Pant, SO Hetmyer, MP Stoinis, AR Patel, K Rabada, R Ashwin, TU Deshpande, A Nortje",13,42,League,runs,59.0,195.0,20.0,N
Kings XI Punjab,Sunrisers Hyderabad,2020-10-24,Sunrisers Hyderabad,field,Kings XI Punjab,CJ Jordan,Dubai International Cricket Stadium,,"KL Rahul, Mandeep Singh, CH Gayle, N Pooran, GJ Maxwell, DJ Hooda, CJ Jordan, M Ashwin, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh","DA Warner, JM Bairstow, MK Pandey, Abdul Samad, V Shankar, JO Holder, PK Garg, Rashid Khan, Sandeep Sharma, T Natarajan, KK Ahmed",13,43,League,runs,12.0,127.0,20.0,N
Mumbai Indians,Rajasthan Royals,2020-10-25,Mumbai Indians,bat,Rajasthan Royals,BA Stokes,Sheikh Zayed Stadium,Abu Dhabi,"Ishan Kishan, Q de Kock, SA Yadav, SS Tiwary, KA Pollard, HH Pandya, KH Pandya, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah","RV Uthappa, BA Stokes, SPD Smith, SV Samson, JC Buttler, R Parag, R Tewatia, JC Archer, S Gopal, AS Rajpoot, Kartik Tyagi",13,44,League,wickets,8.0,196.0,20.0,N
Royal Challengers Bangalore,Chennai Super Kings,2020-10-25,Royal Challengers Bangalore,bat,Chennai Super Kings,RD Gaikwad,Dubai International Cricket Stadium,,"D Padikkal, AJ Finch, V Kohli, AB de Villiers, MM Ali, CH Morris, Gurkeerat Singh, Washington Sundar, Navdeep Saini, YS Chahal, Mohammed Siraj","RD Gaikwad, F du Plessis, AT Rayudu, MS Dhoni, N Jagadeesan, RA Jadeja, SM Curran, MJ Santner, DL Chahar, Imran Tahir, Monu Kumar",13,45,League,wickets,8.0,146.0,20.0,N
Kolkata Knight Riders,Kings XI Punjab,2020-10-26,Kings XI Punjab,field,Kings XI Punjab,CH Gayle,Sharjah Cricket Stadium,,"Shubman Gill, N Rana, RA Tripathi, KD Karthik, EJG Morgan, SP Narine, KL Nagarkoti, PJ Cummins, LH Ferguson, CV Varun, M Prasidh Krishna","KL Rahul, Mandeep Singh, CH Gayle, N Pooran, GJ Maxwell, DJ Hooda, CJ Jordan, M Ashwin, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh",13,46,League,wickets,8.0,150.0,20.0,N
Sunrisers Hyderabad,Delhi Capitals,2020-10-27,Delhi Capitals,field,Sunrisers Hyderabad,WP Saha,Dubai International Cricket Stadium,,"DA Warner, WP Saha, MK Pandey, KS Williamson, V Shankar, Abdul Samad, JO Holder, Rashid Khan, Sandeep Sharma, T Natarajan, S Nadeem","AM Rahane, S Dhawan, MP Stoinis, SO Hetmyer, RR Pant, SS Iyer, AR Patel, K Rabada, R Ashwin, TU Deshpande, A Nortje",13,47,League,runs,88.0,220.0,20.0,N
Royal Challengers Bangalore,Mumbai Indians,2020-10-28,Mumbai Indians,field,Mumbai Indians,SA Yadav,Sheikh Zayed Stadium,Abu Dhabi,"JR Philippe, D Padikkal, V Kohli, AB de Villiers, S Dube, CH Morris, Gurkeerat Singh, Washington Sundar, YS Chahal, Mohammed Siraj, DW Steyn","Q de Kock, Ishan Kishan, SA Yadav, SS Tiwary, KH Pandya, HH Pandya, KA Pollard, JL Pattinson, RD Chahar, TA Boult, JJ Bumrah",13,48,League,wickets,5.0,165.0,20.0,N
Kolkata Knight Riders,Chennai Super Kings,2020-10-29,Chennai Super Kings,field,Chennai Super Kings,RD Gaikwad,Dubai International Cricket Stadium,,"Shubman Gill, N Rana, SP Narine, RK Singh, EJG Morgan, KD Karthik, RA Tripathi, KL Nagarkoti, PJ Cummins, LH Ferguson, CV Varun","SR Watson, RD Gaikwad, AT Rayudu, MS Dhoni, SM Curran, RA Jadeja, N Jagadeesan, MJ Santner, DL Chahar, KV Sharma, L Ngidi",13,49,League,wickets,6.0,173.0,20.0,N
Kings XI Punjab,Rajasthan Royals,2020-10-30,Rajasthan Royals,field,Rajasthan Royals,BA Stokes,Sheikh Zayed Stadium,Abu Dhabi,"KL Rahul, Mandeep Singh, CH Gayle, N Pooran, GJ Maxwell, DJ Hooda, CJ Jordan, M Ashwin, Ravi Bishnoi, Mohammed Shami, Arshdeep Singh","RV Uthappa, BA Stokes, SV Samson, SPD Smith, JC Buttler, R Parag, R Tewatia, JC Archer, S Gopal, Kartik Tyagi, VR Aaron",13,50,League,wickets,7.0,186.0,20.0,N
Delhi Capitals,Mumbai Indians,2020-10-31,Mumbai Indians,field,Mumbai Indians,Ishan Kishan,Dubai International Cricket Stadium,,"PP Shaw, S Dhawan, SS Iyer, RR Pant, MP Stoinis, SO Hetmyer, HV Patel, R Ashwin, P Dubey, K Rabada, A Nortje","Ishan Kishan, Q de Kock, SA Yadav, SS Tiwary, KH Pandya, KA Pollard, NM Coulter-Nile, J Yadav, RD Chahar, TA Boult, JJ Bumrah",13,51,League,wickets,5.0,121.0,20.0,N
Royal Challengers Bangalore,Sunrisers Hyderabad,2020-10-31,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Sandeep Sharma,Sharjah Cricket Stadium,,"JR Philippe, D Padikkal, V Kohli, AB de Villiers, Washington Sundar, Gurkeerat Singh, CH Morris, I Udana, Mohammed Siraj, Navdeep Saini, YS Chahal","DA Warner, WP Saha, MK Pandey, KS Williamson, Abhishek Sharma, JO Holder, Abdul Samad, Rashid Khan, S Nadeem, Sandeep Sharma, T Natarajan",13,52,League,wickets,9.0,111.0,20.0,N
